doc_id,source_row_index,artist,title,year,word_count,obscenity,violence,sexism,stigmatization,raw_response,attempts
21776,21775,Mazoo,Dans la sphère,2017.0,377,9.0,0.0,0.0,0.0,"Obscenity: 9
Violence: 0
Sexism: 0
Stigmatization: 0",1
21777,21776,Mazoo,Sauver la princesse,2017.0,396,9.0,2.0,2.0,2.0,"Obscenity: 9
Violence: 2
Sexism: 2
Stigmatization: 2",1
21778,21777,Ninho,Booska Comme prévu,2017.0,338,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
21779,21778,Oldasinus,SLOW,2017.0,248,10.0,0.0,8.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 8
Stigmatization: 0",1
21780,21779,Mazoo,T’es une pute,2017.0,456,10.0,7.0,10.0,8.0,"Obscenity: 10
Violence: 7
Sexism: 10
Stigmatization: 8",1
21781,21780,Mazoo,Colo Maz BONUS,2017.0,333,10.0,8.0,8.0,4.0,"Obscenity: 10
Violence: 8
Sexism: 8
Stigmatization: 4",1
21782,21781,Skaodi,Enfermé Dehors,2017.0,659,9.0,7.0,7.0,6.0,"Obscenity: 9
Violence: 7
Sexism: 7
Stigmatization: 6",1
21783,21782,Lefa,Freestyle (J’ai pas ton temps),2017.0,174,10.0,9.0,0.0,3.0,"Obscenity: 10
Violence: 9
Sexism: 0
Stigmatization: 3",1
21784,21783,Bastard Prod,Le Meilleur Des Hommes,2017.0,826,8.0,6.0,0.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 2",1
21785,21784,Hyacinthe,Ventoline #1 (Freestyle),2017.0,178,6.0,2.0,0.0,2.0,"Obscenity: 6
Violence: 2
Sexism: 0
Stigmatization: 2",1
21786,21785,Svinkels,Alka setzer,,816,4.0,2.0,0.0,0.0,"Obscenity: 4
Violence: 2
Sexism: 0
Stigmatization: 0",1
21787,21786,GLK,OG,2017.0,415,9.0,8.0,0.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 0",1
21788,21787,Scor Novy,Fou,2017.0,254,7.0,0.0,4.0,2.0,"Obscenity: 7
Violence: 0
Sexism: 4
Stigmatization: 2",1
21789,21788,Scor Novy,Let Me Know,2017.0,466,2.0,0.0,4.0,,"Obscenity: 2 (mots ""fuck"", ""nigga"")
Violence: 0
Sexism: 4 (expressions ""J'sais le genre de fille que t'es"", ""Baby t'es fine comme un bolide Mercedes Ben",1
21790,21789,Scor Novy,Suis-Moi,2017.0,350,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21791,21790,LaGo 2 Feu,Basic,2017.0,354,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
21792,21791,Jeune Ras,Des années,2017.0,329,8.0,6.0,2.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 2
Stigmatization: 2",1
21793,21792,Jeune Ras,1/4,2017.0,476,8.0,4.0,0.0,0.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 0",1
21794,21793,Jeune Ras,Sauvez mes youvoi,2017.0,381,8.0,4.0,6.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 6
Stigmatization: 4",1
21795,21794,Sobek Le Zini,Trop de Codé,2016.0,165,9.0,8.0,0.0,1.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 1",1
21796,21795,Jeune Ras,Elle ne veut plus,2017.0,156,8.0,7.0,0.0,2.0,"Obscenity: 8
Violence: 7
Sexism: 0
Stigmatization: 2",1
21797,21796,Jeune Ras,Crack House,2017.0,498,8.0,0.0,0.0,2.0,"Obscenity: 8
Violence: 0
Sexism: 0
Stigmatization: 2",1
21798,21797,Hornet La Frappe,La Peuf #2,2017.0,495,9.0,4.0,4.0,4.0,"Obscenity: 9
Violence: 4
Sexism: 4
Stigmatization: 4",1
21799,21798,Jeune Ras,Jour & Nuit,2017.0,133,10.0,0.0,0.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 0",1
21800,21799,Jeune Ras,Red Cup,2017.0,161,10.0,0.0,0.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 0",1
21801,21800,Jeune Ras,Pyramide,2017.0,362,0.0,0.0,0.0,0.0,Obscenity: 0 Violence: 0 Sexism: 0 Stigmatization: 0,1
21802,21801,Jeune Ras,Adresse,2017.0,414,8.0,4.0,8.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 8
Stigmatization: 4",1
21803,21802,YL,Booska Sarrazin 2,2017.0,352,9.0,8.0,6.0,4.0,"Obscenity: 9
Violence: 8
Sexism: 6
Stigmatization: 4",1
21804,21803,Jeune Ras,Mouli,2017.0,186,10.0,0.0,0.0,0.0,Obscenity: 10 Violence: 0 Sexism: 0 Stigmatization: 0,1
21805,21804,Kekra,Paluché,2017.0,395,10.0,10.0,10.0,10.0,"Obscenity: 10
Violence: 10
Sexism: 10
Stigmatization: 10",1
21806,21805,Vald,Trophée,2017.0,403,8.0,4.0,6.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 6
Stigmatization: 4",1
21807,21806,JuL,C’est la seule,,671,8.0,0.0,0.0,0.0,"Obscenity: 8
Violence: 0
Sexism: 0
Stigmatization: 0",1
21808,21807,Ménage à 3,Le Ghetto Brûle,,464,9.0,8.0,2.0,7.0,"Obscenity: 9
Violence: 8
Sexism: 2
Stigmatization: 7",1
21809,21808,Ménage à 3,3 Mois Et 33 Secondes,,618,8.0,7.0,0.0,3.0,"Obscenity: 8
Violence: 7
Sexism: 0
Stigmatization: 3",1
21810,21809,Ménage à 3,Amour Perdu,,588,9.0,6.0,8.0,6.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 6",1
21811,21810,Ménage à 3,Boomerang,,554,4.0,8.0,2.0,4.0,"Obscenity: 4
Violence: 8
Sexism: 2
Stigmatization: 4",1
21812,21811,Ménage à 3,Cash Flow,,663,8.0,4.0,0.0,0.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 0",1
21813,21812,Ménage à 3,Comment Y Croire,,491,0.0,8.0,0.0,2.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 2",1
21814,21813,Ménage à 3,"Composez le 1, 2, 3",,690,9.0,6.0,0.0,3.0,"Obscenity: 9
Violence: 6
Sexism: 0
Stigmatization: 3",1
21815,21814,Scor Novy,Un Mec Bien,2017.0,397,6.0,2.0,4.0,2.0,"Obscenity: 6
Violence: 2
Sexism: 4
Stigmatization: 2",1
21816,21815,Scor Novy,Une Nuit,2017.0,411,4.0,0.0,2.0,1.0,"Obscenity: 4
Violence: 0
Sexism: 2
Stigmatization: 1",1
21817,21816,Scor Novy,Impatiente,2017.0,395,10.0,0.0,0.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 0",1
21818,21817,​DA Uzi,Coupette,2017.0,561,10.0,8.0,0.0,0.0,"Obscenity: 10
Violence: 8
Sexism: 0
Stigmatization: 0",1
21819,21818,Miklo,Av.28 de Julio,2017.0,383,8.0,6.0,2.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 2
Stigmatization: 2",1
21820,21819,Samat,Réel #5,2017.0,503,8.0,7.0,6.0,7.0,"Obscenity: 8
Violence: 7
Sexism: 6
Stigmatization: 7",1
21821,21820,Alkpote,Les choses se compliquent,2007.0,166,9.0,6.0,7.0,4.0,Obscenity: 9 Violence: 6 Sexism: 7 Stigmatization: 4,1
21822,21821,Jarod,Casino,2017.0,534,8.0,7.0,2.0,4.0,"Obscenity: 8
Violence: 7
Sexism: 2
Stigmatization: 4",1
21823,21822,4Keus Gang,#O’KCLH,2017.0,667,2.0,3.0,0.0,1.0,"Obscenity: 2
Violence: 3
Sexism: 0
Stigmatization: 1",1
21824,21823,Guizmo,Je n’sais pas quand ça finira,2017.0,700,9.0,4.0,3.0,2.0,"Obscenity: 9
Violence: 4
Sexism: 3
Stigmatization: 2",1
21825,21824,Naza,Sac à dos,2017.0,424,8.0,5.0,0.0,0.0,"Obscenity: 8
Violence: 5
Sexism: 0
Stigmatization: 0",1
21826,21825,Royal Flush,Vie Serr,2017.0,431,6.0,2.0,4.0,4.0,"Obscenity: 6
Violence: 2
Sexism: 4
Stigmatization: 4",1
21827,21826,Hornet La Frappe,Midi Minuit (MIDI),2016.0,289,9.0,7.0,8.0,7.0,Obscenity: 9 Violence: 7 Sexism: 8 Stigmatization: 7,1
21828,21827,Djadja & Dinaz,Tenue de motard 4,2017.0,447,9.0,7.0,2.0,4.0,"Obscenity: 9
Violence: 7
Sexism: 2
Stigmatization: 4",1
21829,21828,PLK,Booska Polak,2017.0,459,9.0,2.0,0.0,2.0,"Obscenity: 9
Violence: 2
Sexism: 0
Stigmatization: 2",1
21830,21829,Adéhaine,FREESTYLE ITM 1,2017.0,265,4.0,0.0,0.0,0.0,"Obscenity: 4
Violence: 0
Sexism: 0
Stigmatization: 0",1
21831,21830,D. Ace,4 minutes,2017.0,823,8.0,6.0,0.0,4.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 4",1
21832,21831,Haristone,Stupefiant,2017.0,337,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
21833,21832,TonyToxik,Intro,2017.0,199,0.0,0.0,0.0,4.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 4",1
21834,21833,Monsieur Nov,Baby Mama,2017.0,283,9.0,2.0,6.0,2.0,Obscenity: 9 Violence: 2 Sexism: 6 Stigmatization: 2,1
21835,21834,Luni,Te prends pas la tête,2017.0,163,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21836,21835,Asphi,Ubik,2017.0,581,9.0,0.0,3.0,3.0,"Obscenity: 9
Violence: 0
Sexism: 3
Stigmatization: 3",1
21837,21836,Naza,Madiba,2017.0,339,8.0,6.0,4.0,6.0,"Obscenity: 8
Violence: 6
Sexism: 4
Stigmatization: 6",1
21838,21837,Naza,Sans problème,2017.0,329,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21839,21838,Naza,Caleçon,2017.0,447,8.0,2.0,6.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 6
Stigmatization: 2",1
21840,21839,Naza,Va chercher (Interlude),2017.0,517,0.0,0.0,0.0,0.0,Obscenity: 0 Violence: 0 Sexism: 0 Stigmatization: 0,1
21841,21840,Naza,Pablo,2017.0,475,10.0,6.0,0.0,6.0,"Obscenity: 10
Violence: 6
Sexism: 0
Stigmatization: 6",1
21842,21841,Naza,Nada,2017.0,366,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21843,21842,Naza,Deux trois bitch,2017.0,478,10.0,4.0,10.0,4.0,"Obscenity: 10
Violence: 4
Sexism: 10
Stigmatization: 4",1
21844,21843,Naza,Comme à la maison,2017.0,316,8.0,2.0,4.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 4
Stigmatization: 2",1
21845,21844,Naza,Shtah,2017.0,443,8.0,7.0,3.0,4.0,"Obscenity: 8
Violence: 7
Sexism: 3
Stigmatization: 4",1
21846,21845,Naza,Pas demain,2017.0,448,0.0,2.0,4.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 4
Stigmatization: 0",1
21847,21846,Naza,Tout casser,2017.0,429,8.0,4.0,2.0,0.0,"Obscenity: 8
Violence: 4
Sexism: 2
Stigmatization: 0",1
21848,21847,Naza,Ouh lala,2017.0,378,9.0,7.0,0.0,0.0,"Obscenity: 9
Violence: 7
Sexism: 0
Stigmatization: 0",1
21849,21848,Naza,Phararon (Bonus Track),2017.0,222,10.0,8.0,0.0,0.0,"Obscenity: 10
Violence: 8
Sexism: 0
Stigmatization: 0",1
21850,21849,TonyToxik,T’as pas tiré,2017.0,362,10.0,10.0,0.0,0.0,"Obscenity: 10
Violence: 10
Sexism: 0
Stigmatization: 0",1
21851,21850,Jaymax,J’ai pas de sous (A capella),2016.0,457,8.0,3.0,0.0,0.0,"Obscenity: 8
Violence: 3
Sexism: 0
Stigmatization: 0",1
21852,21851,Ninho,Hall,2017.0,316,9.0,6.0,8.0,7.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 7",1
21853,21852,GIMS,Mayweather/Loup-Garou (Freestyle avant MCAR),2015.0,404,8.0,6.0,0.0,4.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 4",1
21854,21853,Meeko,La Tête Haute,2017.0,380,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21855,21854,Ménage à 3,Drôle d’Univers,,535,8.0,8.0,0.0,0.0,"Obscenity: 8
Violence: 8
Sexism: 0
Stigmatization: 0",1
21856,21855,Alphastep & Docteur Knut,D.A.T.U.R.A.,2017.0,376,10.0,8.0,0.0,0.0,"Obscenity: 10
Violence: 8
Sexism: 0
Stigmatization: 0",1
21857,21856,Ménage à 3,"Le Speech, La Tchatche",,200,0.0,2.0,4.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 4
Stigmatization: 0",1
21858,21857,Ménage à 3,Les Survivants,,473,8.0,8.0,0.0,0.0,"Obscenity: 8
Violence: 8
Sexism: 0
Stigmatization: 0",1
21859,21858,Ménage à 3,Quoi ?,,511,10.0,10.0,10.0,10.0,"Obscenity: 10
Violence: 10
Sexism: 10
Stigmatization: 10",1
21860,21859,Jeune LC,Fin d’été,2017.0,353,9.0,6.0,4.0,3.0,"Obscenity: 9
Violence: 6
Sexism: 4
Stigmatization: 3",1
21861,21860,Ménage à 3,Soldat Mélodie,,535,9.0,9.0,2.0,8.0,"Obscenity: 9
Violence: 9
Sexism: 2
Stigmatization: 8",1
21862,21861,Ménage à 3,Vampaïa,,578,9.0,8.0,0.0,3.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 3",1
21863,21862,Ménage à 3,XXL,,544,8.0,7.0,0.0,7.0,"Obscenity: 8
Violence: 7
Sexism: 0
Stigmatization: 7",1
21864,21863,Ménage à 3,Intro,,100,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21865,21864,Jeune LC,T.S.B,2015.0,299,9.0,4.0,2.0,6.0,"Obscenity: 9
Violence: 4
Sexism: 2
Stigmatization: 6",1
21866,21865,Rohff,Rap Info,,759,8.0,9.0,0.0,7.0,"Obscenity: 8
Violence: 9
Sexism: 0
Stigmatization: 7",1
21867,21866,Lasco,LTFuego #1,2017.0,762,8.0,6.0,2.0,3.0,"Obscenity: 8
Violence: 6
Sexism: 2
Stigmatization: 3",1
21868,21867,Mayo,Allez oust,2016.0,479,9.0,6.0,8.0,8.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 8",1
21869,21868,Lefa,Freestyle (Dans ma nature),2017.0,223,8.0,2.0,0.0,0.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 0",1
21870,21869,Busta Flex,Ramène,2008.0,796,8.0,2.0,,,"Obscenity: 8 (mots/expressions grossières, vulgaires ou insultantes: ""fuck"", ""mother-fucker"", ""boombastic"")
Violence: 2 (mots ou expressions de violence, agression, menace ou brutalité: """,1
21871,21870,Kertra,Business,,618,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
21872,21871,Freeze Corleone,Vuvuzela,2017.0,331,9.0,7.0,8.0,8.0,"Obscenity: 9
Violence: 7
Sexism: 8
Stigmatization: 8",1
21873,21872,Freeze Corleone,Benjamins bleus,2017.0,322,10.0,6.0,0.0,2.0,"Obscenity: 10
Violence: 6
Sexism: 0
Stigmatization: 2",1
21874,21873,Freeze Corleone,Présence menaçante,2017.0,196,10.0,0.0,10.0,10.0,"Obscenity: 10
Violence: 0
Sexism: 10
Stigmatization: 10",1
21875,21874,Freeze Corleone,ABC,2017.0,267,10.0,0.0,0.0,10.0,Obscenity: 10 Violence: 0 Sexism: 0 Stigmatization: 10,1
21876,21875,Freeze Corleone,TX,2017.0,323,9.0,6.0,8.0,8.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 8",1
21877,21876,Freeze Corleone,Karin,2017.0,228,10.0,2.0,8.0,8.0,"Obscenity: 10
Violence: 2
Sexism: 8
Stigmatization: 8",1
21878,21877,Freeze Corleone,Gobi,2017.0,252,10.0,6.0,2.0,6.0,"Obscenity: 10
Violence: 6
Sexism: 2
Stigmatization: 6",1
21879,21878,Freeze Corleone,R.N.T.,2017.0,274,9.0,3.0,0.0,4.0,"Obscenity: 9
Violence: 3
Sexism: 0
Stigmatization: 4",1
21880,21879,SEB (FRA),Égofrite,2017.0,633,8.0,6.0,0.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 2",1
21881,21880,Issaba,Leçon n°1 : Théorème de Pythagore,2017.0,304,0.0,2.0,0.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 0",1
21882,21881,Rap Contenders,Wojtek vs. Hermano Salvatore,2017.0,3088,4.0,6.0,6.0,2.0,"Obscenity: 4
Violence: 6
Sexism: 6
Stigmatization: 2",1
21885,21884,Retro X,Nrgy,2017.0,248,9.0,8.0,0.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 0",1
21886,21885,Despo Rutti,Les quartiers ont craché à la gueule de ma fidélité *,2017.0,1280,0.0,2.0,0.0,6.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 6",1
21887,21886,Taïpan,La tectonique des claques,2009.0,277,0.0,8.0,0.0,7.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 7",1
21888,21887,Despo Rutti,Proposez-moi un miroir,2017.0,86,0.0,0.0,0.0,4.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 4 (Donnez-leur un miroir, qu'ils vendent leurs frères)",1
21889,21888,Souldia,Le cœur gros comme ça,2017.0,496,9.0,8.0,0.0,2.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 2",1
21890,21889,Moha La Squale,Fumier,2017.0,399,9.0,7.0,2.0,2.0,Obscenity: 9 Violence: 7 Sexism: 2 Stigmatization: 2,1
21891,21890,Kery James,La honte,2001.0,368,0.0,2.0,3.0,8.0,"Obscenity: 0
Violence: 2
Sexism: 3
Stigmatization: 8",1
21892,21891,Kery James,Cessez le feu!,2001.0,554,0.0,8.0,0.0,2.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 2",1
21893,21892,Lord Esperanza,L’Ère du Temps,2017.0,537,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21894,21893,Lord Esperanza,Noir Pt. II (Règlement Freestyle Intro),2017.0,467,9.0,4.0,4.0,6.0,"Obscenity: 9
Violence: 4
Sexism: 4
Stigmatization: 6",1
21895,21894,Ninho,Debout,2014.0,460,9.0,6.0,0.0,3.0,"Obscenity: 9
Violence: 6
Sexism: 0
Stigmatization: 3",1
21896,21895,Bastard Prod,Amnésique,2017.0,672,8.0,3.0,2.0,7.0,"Obscenity: 8
Violence: 3
Sexism: 2
Stigmatization: 7",1
21897,21896,Jeune Ras,Buu,2017.0,391,8.0,5.0,0.0,0.0,"Obscenity: 8
Violence: 5
Sexism: 0
Stigmatization: 0",1
21898,21897,Lord Esperanza,Oh Lord,2017.0,413,8.0,6.0,7.0,6.0,"Obscenity: 8
Violence: 6
Sexism: 7
Stigmatization: 6",1
21899,21898,Sadek,Bender,2017.0,461,10.0,8.0,0.0,0.0,"Obscenity: 10
Violence: 8
Sexism: 0
Stigmatization: 0",1
21900,21899,Sadek,Les gants,2017.0,612,9.0,8.0,2.0,3.0,"Obscenity: 9
Violence: 8
Sexism: 2
Stigmatization: 3",1
21901,21900,Sadek,La rue c’est paro,2017.0,618,9.0,8.0,0.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 0",1
21902,21901,Sadek,Madre Mia,2017.0,546,8.0,4.0,2.0,1.0,"Obscenity: 8
Violence: 4
Sexism: 2
Stigmatization: 1",1
21903,21902,Sadek,Cartier Panthère,2017.0,448,6.0,2.0,2.0,2.0,"Obscenity: 6
Violence: 2
Sexism: 2
Stigmatization: 2",1
21904,21903,Sadek,Sanz,2017.0,498,10.0,6.0,8.0,8.0,"Obscenity: 10
Violence: 6
Sexism: 8
Stigmatization: 8",1
21905,21904,Sadek,Zahouania,2017.0,361,10.0,6.0,0.0,6.0,"Obscenity: 10
Violence: 6
Sexism: 0
Stigmatization: 6",1
21906,21905,Sadek,La tour,2017.0,621,8.0,0.0,4.0,2.0,"Obscenity: 8
Violence: 0
Sexism: 4
Stigmatization: 2",1
21907,21906,Sadek,Imma,2017.0,495,4.0,0.0,0.0,2.0,"Obscenity: 4 (je m'enlise, j'm'en fous)
Violence: 0
Sexism: 0
Stigmatization: 2 (normi, c'est la vie, Paris, Paris, c'est un je",1
21908,21907,Sadek,Maladie,2017.0,313,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
21909,21908,Sadek,Villa,2017.0,774,8.0,4.0,4.0,2.0,"Obscenity: 8
Violence: 4
Sexism: 4
Stigmatization: 2",1
21910,21909,Sadek,Yankee Stadium,2017.0,374,10.0,10.0,8.0,6.0,"Obscenity: 10
Violence: 10
Sexism: 8
Stigmatization: 6",1
21911,21910,Sadek,Ça va aller,2017.0,635,9.0,2.0,4.0,3.0,"Obscenity: 9
Violence: 2
Sexism: 4
Stigmatization: 3",1
21912,21911,Gomez & Dubois,Les Ripoux,,765,8.0,6.0,0.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 2",1
21913,21912,Gomez & Dubois,Ronde de nuit,,534,9.0,7.0,0.0,0.0,"Obscenity: 9
Violence: 7
Sexism: 0
Stigmatization: 0",1
21914,21913,Gomez & Dubois,Cosette,,739,8.0,6.0,4.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 4
Stigmatization: 2",1
21915,21914,Gomez & Dubois,Le 3e Doigt,,577,8.0,8.0,0.0,8.0,"Obscenity: 8
Violence: 8
Sexism: 0
Stigmatization: 8",1
21916,21915,Gomez & Dubois,Les Séries,,507,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
21917,21916,Gomez & Dubois,Gomez & Dubois,,421,8.0,2.0,3.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 3
Stigmatization: 2",1
21918,21917,Gomez & Dubois,Faut Que Tu Raques !,,601,8.0,3.0,0.0,1.0,"Obscenity: 8
Violence: 3
Sexism: 0
Stigmatization: 1",1
21919,21918,Gomez & Dubois,Recrutement,,548,8.0,7.0,4.0,6.0,"Obscenity: 8
Violence: 7
Sexism: 4
Stigmatization: 6",1
21920,21919,Gomez & Dubois,Jour De Paye (Interlude),,42,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21921,21920,Sadek,Booska Sanz,2017.0,560,10.0,8.0,8.0,7.0,"Obscenity: 10
Violence: 8
Sexism: 8
Stigmatization: 7",1
21922,21921,Sexion d’Assaut,On va vous apprendre,,911,7.0,3.0,4.0,5.0,"Obscenity: 7
Violence: 3
Sexism: 4
Stigmatization: 5",1
21923,21922,La Famax,En ce moment,2017.0,605,9.0,8.0,2.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 2
Stigmatization: 0",1
21924,21923,Rentre dans le Cercle,Rentre dans le Cercle - Épisode 1,2017.0,696,10.0,6.0,4.0,6.0,"Obscenity: 10
Violence: 6
Sexism: 4
Stigmatization: 6",1
21925,21924,Rohff,Le Temps Passe,2005.0,571,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21926,21925,Taïpan,Parlez-vous chinois ?,2009.0,264,0.0,2.0,0.0,3.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 3",1
21927,21926,Booba,La Faucheuse (Remix),2005.0,261,8.0,7.0,5.0,6.0,"Obscenity: 8
Violence: 7
Sexism: 5
Stigmatization: 6",1
21928,21927,Rockin’ Squat,S.A.L.,2017.0,580,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
21929,21928,Booba,Tallac (Remix),2005.0,553,9.0,7.0,2.0,3.0,"Obscenity: 9
Violence: 7
Sexism: 2
Stigmatization: 3",1
21930,21929,Zedo,Feuilles Mortes,2012.0,420,7.0,4.0,0.0,0.0,"Obscenity: 7
Violence: 4
Sexism: 0
Stigmatization: 0",1
21931,21930,Booba,Boulbi (Freestyle Cut Killer Show),2007.0,231,8.0,6.0,0.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 2",1
21932,21931,Booba,Ouest Side (Freestyle),2007.0,165,8.0,7.0,2.0,3.0,"Obscenity: 8
Violence: 7
Sexism: 2
Stigmatization: 3",1
21933,21932,Booba,Je me souviens (Freestyle),2007.0,195,9.0,8.0,0.0,8.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 8",1
21935,21934,Fonky Family,"Check 1, 1, 1",2001.0,220,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
21936,21935,Fonky Family,Dans la légende,2001.0,829,8.0,7.0,0.0,7.0,"Obscenity: 8
Violence: 7
Sexism: 0
Stigmatization: 7",1
21937,21936,Fonky Family,Esprit de clan,2001.0,1255,6.0,7.0,0.0,4.0,"Obscenity: 6
Violence: 7
Sexism: 0
Stigmatization: 4",1
21938,21937,Fonky Family,Haute tension,2001.0,822,8.0,8.0,2.0,4.0,"Obscenity: 8
Violence: 8
Sexism: 2
Stigmatization: 4",1
21939,21938,Fonky Family,Histoires sans fin,2001.0,794,9.0,6.0,8.0,7.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 7",1
21940,21939,Obia le Chef,Pinel,2016.0,492,10.0,8.0,8.0,10.0,"Obscenity: 10
Violence: 8
Sexism: 8
Stigmatization: 10",1
21941,21940,Le Pakkt,Allez-y tous,2013.0,600,9.0,2.0,0.0,2.0,"Obscenity: 9
Violence: 2
Sexism: 0
Stigmatization: 2",1
21942,21941,Fonky Family,On respecte ça,2001.0,668,0.0,8.0,0.0,4.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 4",1
21943,21942,Fonky Family,On s’adapte,2001.0,729,7.0,7.0,0.0,4.0,"Obscenity: 7
Violence: 7
Sexism: 0
Stigmatization: 4",1
21944,21943,Fonky Family,Petit bordel,2001.0,511,10.0,6.0,6.0,4.0,"Obscenity: 10
Violence: 6
Sexism: 6
Stigmatization: 4",1
21945,21944,Le Pakkt,Les promesses de l’ombre,2013.0,514,9.0,2.0,2.0,2.0,"Obscenity: 9
Violence: 2
Sexism: 2
Stigmatization: 2",1
21946,21945,Kacem Wapalek,Freestyle Bonne année,,1087,8.0,4.0,0.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 4",1
21947,21946,LK de l’Hotel  Moscou,Power Suit,2017.0,285,0.0,0.0,2.0,4.0,"Obscenity: 0
Violence: 0
Sexism: 2
Stigmatization: 4",1
21948,21947,LK de l’Hotel  Moscou,Cupide,2017.0,305,9.0,9.0,8.0,7.0,"Obscenity: 9
Violence: 9
Sexism: 8
Stigmatization: 7",1
21949,21948,LK de l’Hotel  Moscou,Parallélépipède,2017.0,443,0.0,4.0,0.0,3.0,"Obscenity: 0
Violence: 4
Sexism: 0
Stigmatization: 3",1
